slot,rate [ct./kWh],energy [kWh],buyer,seller
2014-03-01T00:29:00,26.0,0.07225050000000001,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.000000000000004,0.0978445,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.045181,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.23713475,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.134541,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.06078649999999999,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999996,0.28770375000000004,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999996,0.07596825,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.03441975,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.032979999999999995,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.08027849999999999,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.1146835,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.11442225,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999993,0.02663225,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999996,0.0699875,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.000000000000004,0.0978445,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.049717,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.12601175,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.134541,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.02554025,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.23713475,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.1146835,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.06078649999999999,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.11442225,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.117105,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.049717,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.24088900000000002,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.1146835,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.08027849999999999,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.03441975,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.07225050000000001,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.045181,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.032979999999999995,IAA ZIP code,Market Maker
2014-03-01T00:29:00,26.0,0.054990250000000004,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999996,0.0699875,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999993,0.02663225,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999996,0.28770375000000004,IAA ZIP code,Market Maker
2014-03-01T00:29:00,25.999999999999996,0.07596825,IAA ZIP code,Market Maker
2014-03-01T00:31:15,26.0,0.0833425,IAA ZIP code,Market Maker
2014-03-01T00:31:15,26.0,0.1221855,IAA ZIP code,Market Maker
2014-03-01T00:31:15,26.0,0.0550335,IAA ZIP code,Market Maker
2014-03-01T00:31:15,26.0,0.09840774999999999,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.000000000000004,0.0371615,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.06474225,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.10312725,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.0550335,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.01844275,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.23460974999999998,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.05774525,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.000000000000004,0.07194025000000001,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.06888549999999999,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.0833425,IAA ZIP code,Market Maker
2014-03-01T00:44:00,25.999999999999996,0.23342825,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.058962,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.061997,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09708925,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09655225,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.0833425,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.1221855,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.06978,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09840774999999999,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09840774999999999,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.07004275,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09896625,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.1241305,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.000000000000004,0.07194025000000001,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.000000000000004,0.0371615,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.061997,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.06474225,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09896625,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.07004275,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.01844275,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09708925,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.23460974999999998,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09655225,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.09840774999999999,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.06978,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.06888549999999999,IAA ZIP code,Market Maker
2014-03-01T00:44:00,26.0,0.058962,IAA ZIP code,Market Maker
2014-03-01T00:44:00,25.999999999999996,0.23342825,IAA ZIP code,Market Maker
2014-03-01T00:46:00,26.000000000000007,0.09119975,IAA ZIP code,Market Maker
2014-03-01T00:46:00,26.0,0.093382,IAA ZIP code,Market Maker
2014-03-01T00:46:00,26.0,0.108344,IAA ZIP code,Market Maker
2014-03-01T00:46:00,26.0,0.138357,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.000000000000004,0.07636275000000001,IAA ZIP code,Market Maker
2014-03-01T00:59:00,25.999999999999996,0.048730249999999996,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.04764475,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.04850175,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.01844275,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.000000000000007,0.082871,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.11824875,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.093382,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.2180825,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.11607225,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.05106925,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.000000000000007,0.09119975,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.000000000000007,0.082871,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.000000000000004,0.07636275000000001,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.033247,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.05883075,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.138357,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.093382,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.04764475,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.049439250000000004,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.01844275,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.04850175,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.11824875,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.2180825,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.14168250000000002,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.108344,IAA ZIP code,Market Maker
2014-03-01T00:59:00,25.999999999999996,0.048730249999999996,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.000000000000004,0.19800874999999998,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.10210875,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.06536750000000001,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.11607225,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.05106925,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.093382,IAA ZIP code,Market Maker
2014-03-01T00:59:00,26.0,0.138357,IAA ZIP code,Market Maker
2014-03-01T01:00:45,26.0,0.08942175000000001,IAA ZIP code,Market Maker
2014-03-01T01:00:45,26.000000000000004,0.14603875,IAA ZIP code,Market Maker
2014-03-01T01:00:45,26.0,0.06663675000000001,IAA ZIP code,Market Maker
2014-03-01T01:00:45,26.000000000000004,0.10591374999999999,IAA ZIP code,Market Maker
2014-03-01T01:14:00,25.999999999999996,0.09516200000000001,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.0741395,IAA ZIP code,Market Maker
2014-03-01T01:14:00,25.999999999999993,0.08670375,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.09182875,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.141537,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.000000000000004,0.14603875,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.08942175000000001,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.0765335,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.04740725,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.06663675000000001,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.030557749999999998,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.20034100000000002,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.03020975,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.0511665,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.1797945,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.08942175000000001,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.029819500000000002,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.0667255,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.000000000000007,0.10398600000000001,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.025614249999999998,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.000000000000004,0.10591374999999999,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.18586775,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.000000000000004,0.10591374999999999,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.09182875,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.000000000000004,0.10591374999999999,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.04740725,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.03020975,IAA ZIP code,Market Maker
2014-03-01T01:14:00,25.999999999999996,0.09516200000000001,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.0765335,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.0511665,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.18586775,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.1797945,IAA ZIP code,Market Maker
2014-03-01T01:14:00,26.0,0.029819500000000002,IAA ZIP code,Market Maker
2014-03-01T01:14:00,25.999999999999993,0.08670375,IAA ZIP code,Market Maker
2014-03-01T01:16:00,26.0,0.07017925,IAA ZIP code,Market Maker
2014-03-01T01:16:00,26.0,0.04995575,IAA ZIP code,Market Maker
2014-03-01T01:16:00,26.0,0.0895535,IAA ZIP code,Market Maker
2014-03-01T01:16:00,26.0,0.06598475000000001,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.07017925,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.11334825,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.048764,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.23862799999999998,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.11575825000000001,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.1482245,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.0626875,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.06345474999999999,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.0895535,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.025614249999999998,IAA ZIP code,Market Maker
2014-03-01T01:29:00,25.999999999999996,0.051034500000000003,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.030207,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.03055675,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.0839805,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.06598475000000001,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.056418750000000004,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.12842875,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.124675,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.033066000000000005,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.000000000000004,0.04445075,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.0895535,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.04995575,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.04995575,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.000000000000004,0.04445075,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.0839805,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.06345474999999999,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.0895535,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.033066000000000005,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.1482245,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.048764,IAA ZIP code,Market Maker
2014-03-01T01:29:00,25.999999999999996,0.051034500000000003,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.11334825,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.030207,IAA ZIP code,Market Maker
2014-03-01T01:29:00,26.0,0.11575825000000001,IAA ZIP code,Market Maker
2014-03-01T01:29:15,26.0,0.056418750000000004,IAA ZIP code,Market Maker
2014-03-01T01:29:15,26.0,0.03055675,IAA ZIP code,Market Maker
2014-03-01T01:29:15,26.0,0.124675,IAA ZIP code,Market Maker
2014-03-01T01:29:15,26.0,0.0626875,IAA ZIP code,Market Maker
2014-03-01T01:31:15,25.999999999999996,0.06931699999999999,IAA ZIP code,Market Maker
2014-03-01T01:31:15,26.0,0.061222,IAA ZIP code,Market Maker
2014-03-01T01:31:15,26.0,0.0551525,IAA ZIP code,Market Maker
2014-03-01T01:31:15,26.000000000000004,0.10809225,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.054484000000000005,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.0327305,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.048167499999999995,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.0663865,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.061222,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.061222,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.10809225,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.01848675,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.10809225,IAA ZIP code,Market Maker
2014-03-01T01:44:00,25.999999999999996,0.155364,IAA ZIP code,Market Maker
2014-03-01T01:44:00,25.999999999999996,0.06931699999999999,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000007,0.04405025,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.054153,IAA ZIP code,Market Maker
2014-03-01T01:44:00,25.999999999999993,0.08365049999999999,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.06585150000000001,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.07019425,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.03200375,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.05023775,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.1140065,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.14952125000000002,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.06809825,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.07566475,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.0551525,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.10809225,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.14952125000000002,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000004,0.07019425,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.000000000000007,0.04405025,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.061222,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.0327305,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.03200375,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.048167499999999995,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.054484000000000005,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.05023775,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.0663865,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.1140065,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.054153,IAA ZIP code,Market Maker
2014-03-01T01:44:00,26.0,0.01848675,IAA ZIP code,Market Maker
2014-03-01T01:44:00,25.999999999999993,0.08365049999999999,IAA ZIP code,Market Maker
2014-03-01T01:44:15,25.999999999999996,0.155364,IAA ZIP code,Market Maker
2014-03-01T01:44:15,26.0,0.07566475,IAA ZIP code,Market Maker
2014-03-01T01:44:15,26.0,0.06585150000000001,IAA ZIP code,Market Maker
2014-03-01T01:44:15,26.0,0.06809825,IAA ZIP code,Market Maker
2014-03-01T01:45:45,26.0,0.13163925,IAA ZIP code,Market Maker
2014-03-01T01:45:45,26.000000000000007,0.08151275,IAA ZIP code,Market Maker
2014-03-01T01:45:45,26.0,0.046614499999999996,IAA ZIP code,Market Maker
2014-03-01T01:45:45,26.0,0.14562,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999993,0.04025025,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.14562,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.047482500000000004,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.000000000000007,0.08151275,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.046614499999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.11065925,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.046517499999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.142653,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.029367,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.054536749999999995,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.039523249999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.1037435,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.046614499999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.000000000000004,0.058865,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.14562,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.21190799999999999,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.057874749999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.07339325,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.03263,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.018486,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.154512,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.052552999999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.13163925,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.057874749999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.018486,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.1037435,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.039523249999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.046614499999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.052552999999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.046517499999999996,IAA ZIP code,Market Maker
2014-03-01T01:59:00,26.0,0.054536749999999995,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.047482500000000004,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.21190799999999999,IAA ZIP code,Market Maker
2014-03-01T01:59:00,25.999999999999996,0.07339325,IAA ZIP code,Market Maker
2014-03-01T01:59:15,25.999999999999996,0.142653,IAA ZIP code,Market Maker
2014-03-01T01:59:15,26.0,0.03263,IAA ZIP code,Market Maker
2014-03-01T01:59:15,25.999999999999993,0.04025025,IAA ZIP code,Market Maker
2014-03-01T01:59:15,26.0,0.11065925,IAA ZIP code,Market Maker
2014-03-01T01:59:15,26.0,0.029367,IAA ZIP code,Market Maker
2014-03-01T01:59:15,26.0,0.154512,IAA ZIP code,Market Maker
2014-03-01T01:59:15,26.0,0.14562,IAA ZIP code,Market Maker
2014-03-01T01:59:15,26.000000000000004,0.058865,IAA ZIP code,Market Maker
2014-03-01T02:01:00,26.000000000000004,0.10105125,IAA ZIP code,Market Maker
2014-03-01T02:01:00,26.0,0.06565275,IAA ZIP code,Market Maker
2014-03-01T02:01:00,26.0,0.07899875,IAA ZIP code,Market Maker
2014-03-01T02:01:00,26.0,0.128732,IAA ZIP code,Market Maker
2014-03-01T02:13:45,26.099999999999998,0.13449175,IAA ZIP code,Market Maker
2014-03-01T02:13:45,26.1,0.10105125,IAA ZIP code,Market Maker
2014-03-01T02:13:45,26.1,0.02551475,IAA ZIP code,Market Maker
2014-03-01T02:13:45,26.1,0.10581725,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.000000000000004,0.10105125,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.0638835,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.04976925,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.000000000000004,0.10105125,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.000000000000007,0.02551475,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.055299,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.07899875,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.128732,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.030411,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.03381375,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.10581725,IAA ZIP code,Market Maker
2014-03-01T02:14:00,26.0,0.06565275,IAA ZIP code,Market Maker
